instance,horizon,seed,scorer,surrogate_model,surrogate_min_samples,surrogate_lambda,surrogate_shortlist_multiplier,w,q,beam_seconds,levels,pool_size,best_cost,p10_cost,median_cost,p90_cost,worst_cost,cost_std,call_min,call_median,call_max,unique_signatures,unique_signatures_top100,avg_pairwise_distance_top100
LR1_DR02_VC01_V6a,120,1,predictive,linear,16,1.0,2,2,2,0.657493645,58,20,33808.95631999997,33808.96631999997,35008.95631999997,35785.530319999976,36208.97631999997,897.6119688727547,57,58.0,58,20,20,0.6659598178749965
