instance,seed,objective_reference,gra_bs_cost,linear_bs_cost,bs_delta,gra_ls_cost,linear_ls_cost,ls_delta,gra_ils_cost,linear_ils_cost,ils_delta,gra_gap_pct,linear_gap_pct,gap_delta_points,gra_ls_gain,linear_ls_gain,gra_ils_gain,linear_ils_gain,gra_pool,linear_pool,gra_ls_improvements,linear_ls_improvements
LR1_DR02_VC01_V6a,1,33809.0,33808.96631999997,33808.96631999997,0.0,33808.94631999998,33808.946319999974,-7.275957614183426e-12,33808.94631999998,33808.946319999974,-7.275957614183426e-12,-0.000158774290925745,-0.00015877429094726577,-2.1520762602533772e-14,0.01999999998952262,0.01999999999679858,0.0,0.0,1000,1000,853,839
LR1_DR02_VC02_V6a,1,74982.0,78052.07825000002,77928.07644,-124.00181000001612,78052.07825000002,77928.07644,-124.00181000001612,78052.07825000002,77928.07644,-124.00181000001612,4.094420327545305,3.9290448907737914,-0.16537543677151367,0.0,0.0,0.0,0.0,1000,1000,644,694
LR1_DR02_VC03_V7a,1,40446.0,40992.20206399998,40954.039853999995,-38.16220999998768,40589.729155999994,40593.568053999996,3.838898000001791,40589.729155999994,40593.568053999996,3.838898000001791,0.35536061909705274,0.3648520348118374,0.009491415714784679,402.4729079999888,360.47179999999935,0.0,0.0,1000,1000,801,800
LR1_DR02_VC03_V8a,1,43721.0,43772.61345599999,43772.613456,7.275957614183426e-12,43772.61345599999,43772.613456,7.275957614183426e-12,43772.61345599999,43772.613456,7.275957614183426e-12,0.11805186523636664,0.11805186523638328,1.6639467581569534e-14,0.0,0.0,0.0,0.0,1000,1000,905,918
LR1_DR02_VC04_V8a,1,41657.0,41948.51598599999,41950.05978799999,1.5438020000001416,41708.68845999999,41708.688460000005,1.4551915228366852e-11,41708.65845999999,41708.67846,0.020000000011350494,0.12400907410517191,0.12405708524378331,4.8011138611400717e-5,239.82752600000094,241.37132799998653,0.029999999998835847,0.010000000002037268,1000,1000,906,884
LR1_DR02_VC05_V8a,1,36659.0,36623.992022000006,36627.227990000014,3.2359680000081426,36603.225242,36603.22524200001,7.275957614183426e-12,36603.225242,36603.22524200001,7.275957614183426e-12,-0.15214478845576684,-0.152144788455747,1.9845236565174673e-14,20.766780000005383,24.00274800000625,0.0,0.0,1000,1000,769,767
