instance,horizon,seed,objective,bs_cost,ls_cost,ils_cost,gap_pct,calls,levels,beam_seconds,ls_seconds,ils_seconds,total_seconds
LR1_DR02_VC02_V6a,120,10,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,452.124288735,0.328136572,377.992806568,830.445231875
LR1_DR02_VC02_V6a,120,11,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,442.30510486,0.268929376,347.659257547,790.2332917829999
LR1_DR02_VC02_V6a,120,12,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,450.763228527,0.873208741,353.132476555,804.768913823
LR1_DR02_VC02_V6a,120,13,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,69,432.119104255,0.771953266,368.109321182,801.000378703
LR1_DR02_VC02_V6a,120,14,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,436.815688951,0.448968617,359.320485838,796.585143406
LR1_DR02_VC02_V6a,120,15,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,438.763232406,0.316318011,342.827577845,781.907128262
LR1_DR02_VC02_V6a,120,16,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,445.876970546,0.424841261,360.259941881,806.561753688
LR1_DR02_VC02_V6a,120,17,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,452.844454796,0.436386238,364.52853301,817.8093740439999
LR1_DR02_VC02_V6a,120,18,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,446.674777825,0.478315556,364.503475575,811.656568956
LR1_DR02_VC02_V6a,120,19,74982.0,86892.73972000001,86892.73972000001,78712.31722000001,4.9749502814008855,65,71,450.801626534,0.265830955,342.745738275,793.813195764
LR1_DR02_VC02_V6a,120,20,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,440.445116974,0.333669536,335.055023852,775.8338103619999
LR1_DR02_VC02_V6a,120,21,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,459.28478196,1.127511713,337.40950212,797.821795793
LR1_DR02_VC02_V6a,120,22,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,430.006914587,0.271519641,365.627912083,795.906346311
LR1_DR02_VC02_V6a,120,23,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,454.314073251,0.296448662,338.908091652,793.518613565
LR1_DR02_VC02_V6a,120,24,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,71,432.582838324,0.285070329,355.751412204,788.619320857
LR1_DR02_VC02_V6a,120,25,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,69,437.905891227,0.447970278,362.0040723,800.357933805
LR1_DR02_VC02_V6a,120,26,74982.0,86411.11163,86411.11163,86411.11163,15.24247370035475,66,70,431.792997846,0.344007493,360.760030697,792.8970360359999
LR1_DR02_VC02_V6a,120,27,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,440.601068258,0.483765751,351.307222973,792.392056982
LR1_DR02_VC02_V6a,120,28,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,439.525731959,0.329401001,355.032975693,794.888108653
LR1_DR02_VC02_V6a,120,29,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,465.81996626,0.443778627,382.192712794,848.456457681
LR1_DR02_VC02_V6a,120,30,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,441.016499914,0.343395559,355.341411247,796.70130672
LR1_DR02_VC02_V6a,120,31,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,452.13753714,0.233169103,312.317403617,764.68810986
