instance,horizon,seed,N,w,q,beam_scorer,surrogate_model,surrogate_warmup_levels,surrogate_min_samples,surrogate_lambda,surrogate_forest_trees,surrogate_shortlist_multiplier,objective,bs_cost,ls_cost,ils_cost,bs_gap_pct,ls_gap_pct,ils_gap_pct,gap_pct,calls,levels,beam_pool,ls_improvements,beam_seconds,ls_seconds,ils_seconds,total_seconds
LR1_DR02_VC03_V7a,120,1,1000,2,3,gra,linear,1,16,1.0,8,2,40446.0,40992.20206399998,40589.729155999994,40589.729155999994,1.350447668496224,0.35536061909705274,0.35536061909705274,0.35536061909705274,65,68,1000,801,106.183514606,21.689946095,32.357246878,160.230707579
LR1_DR02_VC05_V8a,120,1,1000,2,3,gra,linear,1,16,1.0,8,2,36659.0,36623.992022000006,36603.225242,36603.225242,-0.095496271038474,-0.15214478845576684,-0.15214478845576684,-0.15214478845576684,68,74,1000,769,158.28956184,24.390614521,43.190395191,225.870571552
